dataset,filename,surrogate_count,irrsurr_ch1_lag1_ordinal_z,irrexs_ch1_lag1_ordinal,irrsurr_ch1_lag1_cubic_z,irrexs_ch1_lag1_cubic,irrsurr_ch1_lag2_ordinal_z,irrexs_ch1_lag2_ordinal,irrsurr_ch1_lag2_cubic_z,irrexs_ch1_lag2_cubic,irrsurr_ch1_lag4_ordinal_z,irrexs_ch1_lag4_ordinal,irrsurr_ch1_lag4_cubic_z,irrexs_ch1_lag4_cubic,irrsurr_ch1_lag8_ordinal_z,irrexs_ch1_lag8_ordinal,irrsurr_ch1_lag8_cubic_z,irrexs_ch1_lag8_cubic,irrsurr_ch2_lag1_ordinal_z,irrexs_ch2_lag1_ordinal,irrsurr_ch2_lag1_cubic_z,irrexs_ch2_lag1_cubic,irrsurr_ch2_lag2_ordinal_z,irrexs_ch2_lag2_ordinal,irrsurr_ch2_lag2_cubic_z,irrexs_ch2_lag2_cubic,irrsurr_ch2_lag4_ordinal_z,irrexs_ch2_lag4_ordinal,irrsurr_ch2_lag4_cubic_z,irrexs_ch2_lag4_cubic,irrsurr_ch2_lag8_ordinal_z,irrexs_ch2_lag8_ordinal,irrsurr_ch2_lag8_cubic_z,irrexs_ch2_lag8_cubic,irrsurr_ch3_lag1_ordinal_z,irrexs_ch3_lag1_ordinal,irrsurr_ch3_lag1_cubic_z,irrexs_ch3_lag1_cubic,irrsurr_ch3_lag2_ordinal_z,irrexs_ch3_lag2_ordinal,irrsurr_ch3_lag2_cubic_z,irrexs_ch3_lag2_cubic,irrsurr_ch3_lag4_ordinal_z,irrexs_ch3_lag4_ordinal,irrsurr_ch3_lag4_cubic_z,irrexs_ch3_lag4_cubic,irrsurr_ch3_lag8_ordinal_z,irrexs_ch3_lag8_ordinal,irrsurr_ch3_lag8_cubic_z,irrexs_ch3_lag8_cubic
DeGenaro_YoungAdults,BA01.edf,24,-1.4285369019062966,-0.0003202504325517709,8.279854034750384,0.0016259438215050583,-0.9555071761438857,-0.00018236170849001698,9.274653218959854,0.01171038967895189,0.05212548770251174,1.9062834049441465e-05,9.495463693262323,0.06683396243866366,-0.013136722773132577,-9.440378827137944e-06,9.320006408511418,0.20064309154961082,0.4482281461461262,0.00013992504084913983,4.197423333447635,0.0012084703763488068,-1.1225917942886252,-0.00025116100496402714,4.833526077304699,0.009341862988214617,-0.37788265814640276,-0.00011338881477281548,6.280366740106088,0.06317489410717081,-0.6340973434489222,-0.0004091269786891564,6.0692945376893634,0.1911977619057468,0.05690884987806034,1.311398154615098e-05,-3.5160138318619367,-0.0020275053853570472,-0.7044453114692988,-0.00023348645318601972,-3.4063513496394897,-0.012489223003245405,-0.6140699065379426,-0.00017096723029643687,-2.928253523791045,-0.037958199907827096,-0.8951358472224535,-0.0004956682714919962,-1.4965538095820743,-0.024991811879039774
DeGenaro_YoungAdults,BD01.edf,24,-0.7887188333599061,-0.0002636946655956933,-0.40897021135204265,-7.029218974530448e-05,-0.6109592875606955,-0.00023074875924814533,-0.49373305123479877,-0.00040565994299714034,0.6185876385938782,0.00026576811467462466,1.7007925520256224,0.002525414534439662,-0.2769584316162696,-0.00013810328207865263,5.033049703425655,0.022041057349580322,-0.5152826296657379,-0.0001494691705015905,-4.274541290154367,-0.00037895431615232885,0.7177174352336458,0.0001452249047558409,-4.659756929416643,-0.0022162281875492437,-1.168460176671787,-0.000382264660991293,-0.9117461203296915,-0.0014586139125961958,-0.8536517613406623,-0.0004287323944605787,1.2778433110175904,0.00607094797955602,-0.9066507049574068,-0.00024683711794921585,-10.337081740397412,-0.009670910701400663,0.8108327008999688,0.0001975865917521826,-14.253748571175965,-0.07567936717060979,6.454992412762647,0.001575865436134498,-17.70745624775798,-0.21487525773377322,-0.5431867955900541,-0.0002978652570349589,8.489312240149012,0.18078419036905083
DeGenaro_YoungAdults,BD11.edf,24,-0.6015778616679344,-0.00013705737543858522,-0.10441097036990066,-5.18337755438639e-05,-0.9805142729120964,-0.00023394608042296339,-0.0328187460097264,-9.491509624622832e-05,-0.9243679772194776,-0.00021515480374681688,0.39828433642079974,0.004830810730387953,-0.8986968277274401,-0.0005458543375725364,0.5855266656711265,0.02488116533094558,-0.3848065689648753,-0.00012024728741265187,-5.376919342436328,-0.0013003329698402688,-0.027827254439822362,-8.647166203410654e-06,-5.644739414619581,-0.008900743923501713,-0.40223941503818195,-0.00018296326695690744,-5.6270611828722386,-0.04052345050005137,-1.0180904062606047,-0.0006949864983503375,-3.654820670963796,-0.08119004922117534,0.8634670087712278,0.00018153978753529843,116.51680707075386,0.2414655900574607,-0.40341921529630187,-0.00010617857621787117,110.52768975351071,1.3862329422020574,0.1997620265897319,8.327879347791526e-05,84.57616302093938,2.7357283423344514,-0.6613815421590772,-0.00028065656407595387,-25.857834030868947,-0.8560402710673211
DeGenaro_YoungAdults,BF01.edf,24,-0.5583296326735588,-0.00018857569256001575,-0.25276458573962224,-6.792984491895967e-05,0.08811661753978106,2.7805954068581458e-05,0.13818061083082647,0.00021001004212947336,-0.33351514252778885,-0.0001369853992748923,1.0617414321404899,0.0044903046923752635,5.3780772241959545,0.002375696372845795,-0.009000023162565445,-0.00010750665034471032,-1.0879600466883272,-0.00026594395297592694,-5.093005982817094,-0.0006340948747077499,-0.8713363616824906,-0.0002473110069456296,-5.554440661223818,-0.0034887819076102567,0.3522165402931719,0.0001802263464463317,-2.1688309983553373,-0.006295846945351998,-0.012202750353977432,-7.184842874375145e-06,-1.5799753295121357,-0.018664173826384325,2.2786097217484933,0.0005209605117018814,-1.1079958322064989,-0.0006227444772305562,-0.6464472707926373,-0.00017718522900475012,-1.227302404509059,-0.0037326059154120387,-0.8793677361423599,-0.00038837083944856857,-1.64318639228568,-0.012774783630178619,0.061126019747331076,5.652800965843185e-05,-0.8546314564458615,-0.01276537448462862
DeGenaro_YoungAdults,BF03.edf,24,-0.21866050423976394,-5.344316092684533e-05,-1.057440111816754,-0.000585297638986299,-0.718011407527322,-0.00016005072089520037,-1.3641900699529046,-0.004579865904259546,-0.73073016081771,-0.0003278038310222503,-2.1250908164571602,-0.02779075885130063,-0.2357569343372312,-0.00016373497935326658,-1.6865153897436456,-0.07825461441502168,1.375542994681408,0.0003444433476780836,-2.870896610132355,-0.0016702676813483426,0.9389952563999735,0.00021832858875602543,-2.7746334883415016,-0.010816313400798574,-0.06692617817636684,-4.3333377022736815e-05,-2.1246880366440637,-0.03849100440405111,-0.26399611932648503,-0.0001933092890827933,-0.1350506117813095,-0.005689993595640583,-1.3201756109364728,-0.0003312568519789454,-2.7417150786601736,-0.001900636785990556,-0.6175748934522486,-0.0002568166394144207,-2.398206570337211,-0.011516229420366028,0.005216564049586974,2.709725834587032e-06,-1.1193684683068297,-0.025274917553979447,-0.07296126746843846,-4.126708366081471e-05,2.178654349349633,0.06903502714309456
DeGenaro_YoungAdults,BR02.edf,24,-0.3377015408948018,-9.262242894898115e-05,-2.4997246458153017,-0.0006561740878042253,-0.41972388828526985,-9.665412846180846e-05,-1.9913642619805592,-0.0030684397313485794,-1.1328749594539933,-0.00041314023324111565,-0.2837836744791138,-0.0018803579814388922,-0.45548163028524613,-0.00023394789495037734,-1.4921867485627975,-0.026923142186404615,5.211099106378542,0.000790861194810018,1.864207805135016,0.0007914969984442116,1.0685143669817458,0.0002409634428638023,2.2226052993824474,0.005314183189378001,0.16531160592544278,8.558214485227228e-05,2.8675430331104796,0.02558936795860497,-0.6731258207024963,-0.000574639607395882,0.930848918410312,0.02266695558435802,-0.6901598094469603,-0.0001722383099995556,-0.9432553340321815,-0.00044783884372278764,-0.949238718513686,-0.00020915615663202875,-1.097433001609927,-0.0028818899864630656,-0.7621552150717062,-0.00031078039836425237,-0.6923665556396285,-0.008279650648854314,-0.189777614177628,-9.583007519185034e-05,-0.516277520051265,-0.018357405775807085
DeGenaro_YoungAdults,CA01.edf,24,-0.9863493438176653,-0.00016634871311677516,0.9392290652248719,0.0008837103000013553,-0.1755455413998732,-3.39105604824979e-05,0.10345914652333064,0.0005184920445232969,0.5368173419104492,0.00013914668333357173,4.0016909841461334,0.05118647742357418,-0.44778140810234035,-0.00028468715676198875,-0.7579447474911141,-0.026642197048402406,-0.4581545577933638,-7.569596194227795e-05,3.6246502940992906,0.005166359964280061,-0.16472257608245264,-5.332120201499387e-05,2.0399973626601486,0.01812236470514576,0.08092208298598962,5.3597565469613254e-05,0.7034673817796667,0.020416972336207897,2.15459599567832,0.0019029582119845464,0.9468169122399087,0.03495532853731969,6.922977861130753,0.0012826883857211685,-4.569238579234146,-0.008761233905670877,20.250538181745302,0.0023402061541806614,-4.666651041030706,-0.058141216942409396,17.464787348633635,0.005581992029999914,-4.432964210584479,-0.19664624378882015,15.66619309533918,0.005494661240287345,2.8390972716733582,0.13638603248584202
DeGenaro_YoungAdults,CA02.edf,24,-0.47104982734345074,-9.139780755882971e-05,-5.064330620996547,-0.001759184663052257,-0.5000311446276212,-0.00010566641867376718,-4.847693359923918,-0.011847158408018676,-0.33309743573579975,-0.0001363596087306128,-3.659362214784429,-0.04698648149353446,-1.2973350748427435,-0.0007380797022658917,-1.0510694480192593,-0.030313457404495068,-0.4111314542483176,-8.734947559868025e-05,0.5859654399774913,0.0002851529008040335,-0.5348306769503787,-0.00017654139440253684,-0.2513616876116982,-0.0007662966262349894,-0.32097738689521255,-0.0001585471856289858,-2.784094809093071,-0.02608171632320651,-0.9384821403311533,-0.00045727309872363876,-0.785872744900088,-0.016193685521055975,2.0132002715509976,0.0004173824995734213,1.1422839940950613,0.00041196273392657596,-0.02980479135569291,-7.182620339147184e-06,1.387651898144939,0.003610607283390356,0.08973232742986857,4.236873697957978e-05,2.245780411438334,0.03225864601218071,2.041876136006111,0.0014092060901422904,3.3955529360956955,0.12358142756351542
DeGenaro_YoungAdults,CA21.edf,24,1.4379223012904108,0.0005137483869767177,-1.790986674244741,-0.0004790019375163491,1.806651618230653,0.0003851314858548682,-2.119297695919263,-0.0031683020568358373,0.2601181746119636,0.00011376797482649315,-1.2651223485051213,-0.005618781377958489,0.034669682652704224,2.596394042737166e-05,3.6925999019264957,0.03632699866587226,-0.5287239319567446,-0.00014639152714628924,-9.39972748967417,-0.001618815941085272,-0.8736545802980991,-0.00032560262861334994,-10.666272833866373,-0.009186065229454771,0.5721447405871299,0.00023831660893302523,-6.045866610687359,-0.018339568042576766,0.01370234624061505,8.85468303722138e-06,-1.2462142736483743,-0.015064352312628145,-0.5117498670499683,-0.00021851476893408996,-10.769429830384826,-0.0021909002823242746,-0.007004907403664213,-1.4988220037500115e-06,-12.095788155623797,-0.013944827737666442,0.09419800476002163,3.126691792190229e-05,-8.319283756495068,-0.03511245734929702,-0.520157525372876,-0.00046876604755918946,1.0437227281913644,0.013078460567265221
DeGenaro_YoungAdults,CE01.edf,24,1.2242450236386166,0.00035520583154319957,-9.980630449633587,-0.0046291989184629335,-0.840162642476747,-0.00022382413413940685,-7.509310754135077,-0.02076198089407478,-0.5317235440426834,-0.0002059428228962594,-1.9334896609693328,-0.014262765879717722,0.16154841406391957,4.781547388970389e-05,-0.49912470808090004,-0.007521983078655118,-0.8104231498661933,-0.00040291558014647096,-66.30966408238548,-0.08571740450897353,-0.6259457990288617,-0.0002667852119113703,-62.96784646195262,-0.4609004584695217,0.6385002032836273,0.0003281839238033069,-38.33584699301858,-0.7094705891956281,2.2188813110962786,0.001365069503098588,-16.46213399575805,-0.3553417742543777,-1.1065263797647842,-0.00028613005760036464,-2.426975950569057,-0.00389603573380923,-0.7110895199125916,-0.00020028925005837226,-4.596596393184773,-0.041430930488496984,-0.2283231295918605,-0.00016989450667898606,-9.65640743204328,-0.24140640533233573,2.0195099327733286,0.0007784912889649204,-5.3736855935635495,-0.17295105756029286
