analysis,stage,feature_family,weighting,estimand,estimate,ci_low,ci_high,valid_bootstraps,n_labs,n_participants,n_positive,n_negative,n_within_pairs
eeg_model,REM,Surrogate-normalized irreversibility,record,within_pair_weighted_fold_conditioned,0.6285255786811904,0.508266165764947,0.7298499769081588,2000,4,87,284,51,4344
eeg_model,REM,Surrogate-normalized irreversibility,participant_equal,pooled,0.5742711087421488,0.4763323800841062,0.6655852302815778,2000,4,87,284,51,4344
eeg_model,REM,Surrogate-normalized irreversibility,participant_equal,site_macro,0.5498602591995033,0.47181193748820005,0.6333390576406216,2000,4,87,284,51,4344
eeg_model,REM,Surrogate-normalized irreversibility,participant_equal,within_pair_weighted,0.5651382085809498,0.4538574862501436,0.6711037814195675,2000,4,87,284,51,4344
eeg_model,REM,Surrogate-normalized irreversibility,participant_equal,site_macro_fold_conditioned,0.5936804236504276,0.5157082989732895,0.672408703168908,2000,4,87,284,51,4344
eeg_model,REM,Surrogate-normalized irreversibility,participant_equal,within_pair_weighted_fold_conditioned,0.615469566893485,0.5042683866966224,0.7178930644526845,2000,4,87,284,51,4344
eeg_model,REM,Temporal irreversibility,record,pooled,0.5818213200773268,0.5121132976812791,0.6516319662027593,2000,4,87,284,51,4344
eeg_model,REM,Temporal irreversibility,record,site_macro,0.5578672642172565,0.47013464054438997,0.6378991032568618,2000,4,87,284,51,4344
eeg_model,REM,Temporal irreversibility,record,within_pair_weighted,0.5648077808471454,0.4824776440358447,0.6532193136177488,2000,4,87,284,51,4344
eeg_model,REM,Temporal irreversibility,record,site_macro_fold_conditioned,0.5944743320435559,0.5185927837296361,0.6688236091957134,2000,4,87,284,51,4344
eeg_model,REM,Temporal irreversibility,record,within_pair_weighted_fold_conditioned,0.5946070803345652,0.4953806571747683,0.7007737231068986,2000,4,87,284,51,4344
eeg_model,REM,Temporal irreversibility,participant_equal,pooled,0.5747142887522045,0.47192111471850906,0.6787110224758578,2000,4,87,284,51,4344
